SID,sameDiff,Prime,Target,prime_file,target_file,Congruent,PIT_corr,PIT_rt,WM_corr,WM_rt,group,block,Trial,Load
4,0,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,0.571,1,1.0177,A,H,229,High
4,1,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,1.0637,1,1.2923,A,H,230,High
4,1,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,1.2663,1,0.9307,A,H,231,High
4,1,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,0.684,1,0.9026,A,H,232,High
4,0,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.8278,1,1.2211,A,H,233,High
4,1,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,1.272,1,0.6735,A,H,234,High
4,0,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,0.7695,1,1.2978,A,H,235,High
4,1,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,0,NA,1,1.0223,A,H,236,High
4,1,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,0.9515,1,0.9014,A,H,237,High
4,1,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,0.7501,1,0.9648,A,H,238,High
4,0,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,0.6745,1,1.2332,A,H,239,High
4,1,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.9284,1,0.8934,A,H,240,High
4,0,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,1.3048,1,1.0734,A,H,241,High
4,0,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,1.0278,0,1.3068,A,H,242,High
4,1,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,0.816,1,0.9894,A,H,243,High
4,1,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,0.6802,1,1.0684,A,H,244,High
4,1,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,1.0741,1,0.9248,A,H,245,High
4,0,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,1.2979,1,1.1387,A,H,246,High
4,1,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.6959,1,0.723,A,H,247,High
4,0,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,0.8864,1,0.9488,A,H,248,High
4,1,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,0.8091,0,0.9132,A,H,249,High
4,0,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,0.8301,1,1.1755,A,H,250,High
4,1,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,0,0.6471,0,1.7319,A,H,251,High
4,0,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,1.3298,1,1.5332,A,H,252,High
4,1,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,0.634,0,1.6004,A,H,253,High
4,0,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,1.1098,1,1.0293,A,H,254,High
4,0,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,1.0179,1,1.35,A,H,255,High
4,1,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,1.6162,1,1.1812,A,H,256,High
5,0,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.8535,1,0.9292,A,H,1,High
5,0,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,1.1302,1,0.9822,A,H,2,High
5,0,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,1.072,1,0.7366,A,H,3,High
5,1,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,0.9437,1,0.9868,A,H,4,High
5,1,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,0.6735,1,1.0914,A,H,5,High
5,0,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,0.5907,0,1.0001,A,H,6,High
5,1,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,0.8174,1,1.1046,A,H,7,High
5,1,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,0.8062,1,2.0271,A,H,8,High
5,1,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,0.9461,1,1.4951,A,H,9,High
5,0,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,1.0629,1,0.7445,A,H,10,High
5,0,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,1.4995,1,0.5621,A,H,11,High
5,0,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.7464,1,1.1054,A,H,12,High
5,0,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,0.8798,1,1.1202,A,H,13,High
5,0,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,0.767,1,0.973,A,H,14,High
5,0,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,0.7065,1,0.6335,A,H,15,High
5,0,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,0,1.0067,1,1.0557,A,H,16,High
5,0,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,1.3545,0,0.9321,A,H,17,High
5,0,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,1.3108,1,1.117,A,H,18,High
5,1,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,0.9523,1,1.4322,A,H,19,High
5,0,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,0.8056,1,0.6681,A,H,20,High
5,1,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,0.8752,1,0.9306,A,H,21,High
5,1,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,1.0057,0,2.0282,A,H,22,High
5,1,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,1.1223,1,1.0921,A,H,23,High
5,1,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,1.3339,1,0.8291,A,H,24,High
5,1,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,1.1941,0,0.8058,A,H,25,High
5,1,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,0.7046,1,1.3012,A,H,26,High
5,0,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,0.9469,1,0.8364,A,H,27,High
5,1,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,1.0094,1,0.708,A,H,28,High
5,1,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,0.7897,1,0.7513,A,H,29,High
5,0,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,0.9399,1,0.8621,A,H,30,High
5,1,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,0.8331,1,0.8127,A,H,31,High
5,1,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,1.0696,1,0.5994,A,H,32,High
5,1,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,0.6198,NA,NA,A,H,33,Low
5,1,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,0.5001,NA,NA,A,H,34,Low
5,0,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,0.4655,NA,NA,A,H,35,Low
5,1,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,0.5773,NA,NA,A,H,36,Low
5,1,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,0.5695,NA,NA,A,H,37,Low
5,0,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.5771,NA,NA,A,H,38,Low
5,0,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,0.5416,NA,NA,A,H,39,Low
5,0,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,0.6325,NA,NA,A,H,40,Low
5,0,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,0.4801,NA,NA,A,H,41,Low
5,1,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,0.6676,NA,NA,A,H,42,Low
5,0,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,0.6133,NA,NA,A,H,43,Low
5,0,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,0.6109,NA,NA,A,H,44,Low
5,1,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.4591,NA,NA,A,H,45,Low
5,0,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,0.4963,NA,NA,A,H,46,Low
5,0,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,0.6389,NA,NA,A,H,47,Low
5,1,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,0.5205,NA,NA,A,H,48,Low
5,1,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,0.6102,NA,NA,A,H,49,Low
5,1,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,0.5509,NA,NA,A,H,50,Low
5,0,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,0.7143,NA,NA,A,H,51,Low
5,1,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,0.5482,NA,NA,A,H,52,Low
5,1,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,0,0.5215,NA,NA,A,H,53,Low
5,0,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,0.9335,NA,NA,A,H,54,Low
5,1,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,0.6894,NA,NA,A,H,55,Low
5,0,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,0.5194,NA,NA,A,H,56,Low
5,0,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,1.3749,NA,NA,A,H,57,Low
5,0,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,0.5414,NA,NA,A,H,58,Low
5,0,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,0.7432,NA,NA,A,H,59,Low
5,1,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,0.5428,NA,NA,A,H,60,Low
5,1,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.5563,NA,NA,A,H,61,Low
5,1,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,0,0.7575,NA,NA,A,H,62,Low
5,0,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.5369,NA,NA,A,H,63,Low
5,1,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,0,0.7151,NA,NA,A,H,64,Low
5,1,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,0.5929,NA,NA,A,H,65,Low
5,0,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,0.6813,NA,NA,A,H,66,Low
5,1,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,0.4361,NA,NA,A,H,67,Low
5,1,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,0.7583,NA,NA,A,H,68,Low
5,0,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,0.5152,NA,NA,A,H,69,Low
5,1,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,0.5857,NA,NA,A,H,70,Low
5,0,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.4561,NA,NA,A,H,71,Low
5,1,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,0.466,NA,NA,A,H,72,Low
5,1,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.5508,NA,NA,A,H,73,Low
5,1,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,0,0.4516,NA,NA,A,H,74,Low
5,1,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,0.7087,NA,NA,A,H,75,Low
5,0,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,0.806,NA,NA,A,H,76,Low
5,0,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,0.9148,NA,NA,A,H,77,Low
5,1,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,0,0.5744,NA,NA,A,H,78,Low
5,1,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,0.4665,NA,NA,A,H,79,Low
5,0,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,1.0974,NA,NA,A,H,80,Low
5,0,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,0.5306,NA,NA,A,H,81,Low
5,0,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,0.5099,NA,NA,A,H,82,Low
5,1,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,0.5415,NA,NA,A,H,83,Low
5,0,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,0.3407,NA,NA,A,H,84,Low
5,0,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,0.4939,NA,NA,A,H,85,Low
5,1,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.9882,NA,NA,A,H,86,Low
5,1,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,0.5496,NA,NA,A,H,87,Low
5,0,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,0.7642,NA,NA,A,H,88,Low
5,0,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,0.6344,NA,NA,A,H,89,Low
5,0,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,0.7388,NA,NA,A,H,90,Low
5,1,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,0.4132,NA,NA,A,H,91,Low
5,0,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,0.7219,NA,NA,A,H,92,Low
5,1,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,0.6565,NA,NA,A,H,93,Low
5,0,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,0.6196,NA,NA,A,H,94,Low
5,0,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.6688,NA,NA,A,H,95,Low
5,1,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,0.5352,NA,NA,A,H,96,Low
5,0,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,0.728,0,0.8002,A,H,97,High
5,0,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,0.6663,0,0.689,A,H,98,High
5,0,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,0.8801,0,2.4816,A,H,99,High
5,1,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,0.8915,0,0.7921,A,H,100,High
5,0,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.5317,1,0.5428,A,H,101,High
5,1,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,0.6672,1,0.8267,A,H,102,High
5,0,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,0.5125,1,0.9452,A,H,103,High
5,0,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,1.7971,1,1.0834,A,H,104,High
5,0,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,0,1.2147,1,1.1885,A,H,105,High
5,1,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,0.6997,1,0.9122,A,H,106,High
5,1,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,0.9655,1,0.8538,A,H,107,High
5,0,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,0,NA,1,1.0922,A,H,108,High
5,1,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,1.1983,1,1.0449,A,H,109,High
5,0,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.6606,1,0.8081,A,H,110,High
5,1,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,0.667,1,0.9042,A,H,111,High
5,1,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.8357,1,0.922,A,H,112,High
5,1,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,0.8707,1,0.7603,A,H,113,High
5,0,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,1.5785,1,1.2784,A,H,114,High
5,1,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,0.9454,1,0.6694,A,H,115,High
5,0,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,0.6667,1,0.6346,A,H,116,High
5,1,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.6542,0,1.6885,A,H,117,High
5,0,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,1.0137,1,0.8426,A,H,118,High
5,0,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,1.7503,1,0.5896,A,H,119,High
5,0,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,1.0816,1,0.678,A,H,120,High
5,1,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,0.6946,1,0.6364,A,H,121,High
5,1,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,0.9951,0,1.0006,A,H,122,High
5,1,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,1.138,1,0.9803,A,H,123,High
5,1,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,1.5062,1,0.8956,A,H,124,High
5,1,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,0.8216,1,0.7099,A,H,125,High
5,1,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,1.682,1,0.5642,A,H,126,High
5,0,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,0,0.7568,1,1.0645,A,H,127,High
5,0,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,0.9311,1,0.6688,A,H,128,High
5,0,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,0.7379,1,0.6284,A,H,129,High
5,1,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,0.9379,1,0.8502,A,H,130,High
5,1,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,0.6949,1,0.8983,A,H,131,High
5,0,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,0.9097,1,0.6052,A,H,132,High
5,1,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,1.1088,1,0.8746,A,H,133,High
5,0,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,0.5195,1,0.6526,A,H,134,High
5,0,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,1.0129,1,0.7576,A,H,135,High
5,1,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,0.6479,1,0.5636,A,H,136,High
5,1,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.5872,1,0.5692,A,H,137,High
5,1,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,0.8796,1,1.6403,A,H,138,High
5,1,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,1.4956,1,0.7989,A,H,139,High
5,0,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,0.7289,1,0.7381,A,H,140,High
5,1,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,0.8677,0,1.0355,A,H,141,High
5,1,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,0.7292,1,0.5942,A,H,142,High
5,1,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,0.6028,1,0.8829,A,H,143,High
5,1,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,1.2078,1,0.7294,A,H,144,High
5,0,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,0.813,1,1.0207,A,H,145,High
5,0,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,0.5367,1,1.0493,A,H,146,High
5,0,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.8355,0,0.9731,A,H,147,High
5,0,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,0.6717,1,1.0642,A,H,148,High
5,0,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,0.877,1,0.6054,A,H,149,High
5,0,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,1.3278,1,1.1542,A,H,150,High
5,1,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,0.9591,1,1.1901,A,H,151,High
5,1,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.7079,1,1.2869,A,H,152,High
5,1,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,0.8019,1,0.7573,A,H,153,High
5,1,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,1.3511,1,0.8696,A,H,154,High
5,0,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,0.8824,1,1.1957,A,H,155,High
5,0,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.6315,1,0.7715,A,H,156,High
5,0,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,0.613,1,0.6943,A,H,157,High
5,0,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,1.0025,1,1.3405,A,H,158,High
5,1,nonpain,nonpain,images/Neutral_foot_01.jpg,images/Neutral_foot_02.jpg,1,1,1.1075,0,1.2916,A,H,159,High
5,0,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,0.8481,1,1.6879,A,H,160,High
5,1,nonpain,nonpain,images/Neutral_hand_03.jpg,images/Neutral_hand_04.jpg,1,1,0.7882,NA,NA,A,H,161,Low
5,1,nonpain,nonpain,images/Neutral_foot_03.jpg,images/Neutral_foot_04.jpg,1,1,0.5553,NA,NA,A,H,162,Low
5,1,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,0.5418,NA,NA,A,H,163,Low
5,1,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,0.5565,NA,NA,A,H,164,Low
5,0,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,1,0.5237,NA,NA,A,H,165,Low
5,0,pain,nonpain,images/Pain_foot_03.jpg,images/Neutral_foot_04.jpg,0,1,0.411,NA,NA,A,H,166,Low
5,1,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,0.7291,NA,NA,A,H,167,Low
5,0,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.7438,NA,NA,A,H,168,Low
5,0,pain,pain,images/Pain_hand_01.jpg,images/Pain_hand_02.jpg,1,1,0.5968,NA,NA,A,H,169,Low
5,1,pain,nonpain,images/Pain_hand_03.jpg,images/Neutral_hand_04.jpg,0,1,0.489,NA,NA,A,H,170,Low
5,1,pain,pain,images/Pain_foot_03.jpg,images/Pain_foot_04.jpg,1,1,0.6283,NA,NA,A,H,171,Low
5,0,nonpain,pain,images/Neutral_foot_03.jpg,images/Pain_foot_04.jpg,0,1,0.4938,NA,NA,A,H,172,Low
5,1,nonpain,pain,images/Neutral_hand_01.jpg,images/Pain_hand_02.jpg,0,1,0.5282,NA,NA,A,H,173,Low
5,0,pain,nonpain,images/Pain_foot_01.jpg,images/Neutral_foot_02.jpg,0,1,0.7164,NA,NA,A,H,174,Low
5,1,pain,pain,images/Pain_foot_01.jpg,images/Pain_foot_02.jpg,1,1,0.4664,NA,NA,A,H,175,Low
5,0,pain,nonpain,images/Pain_hand_01.jpg,images/Neutral_hand_02.jpg,0,1,0.5838,NA,NA,A,H,176,Low
5,0,nonpain,pain,images/Neutral_foot_01.jpg,images/Pain_foot_02.jpg,0,1,0.6954,NA,NA,A,H,177,Low
5,1,nonpain,nonpain,images/Neutral_hand_01.jpg,images/Neutral_hand_02.jpg,1,0,0.6521,NA,NA,A,H,178,Low
5,0,nonpain,pain,images/Neutral_hand_03.jpg,images/Pain_hand_04.jpg,0,1,0.6056,NA,NA,A,H,179,Low
5,0,pain,pain,images/Pain_hand_03.jpg,images/Pain_hand_04.jpg,1,1,0.5232,NA,NA,A,H,180,Low
